idhogar,rooms,r4m1,r4t1,paredblolad,pisomoscer,pisocemento,cielorazo,epared1,epared3,etecho1,etecho3,eviv1,eviv3,hogar_nin,edjefe,meaneduc,overcrowding,SQBescolari,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBmeaned,wall_material,floor_material,wall_quality,roof_quality,floor_quality,walls+roof+floor_quality,no_basic_facilities,extra_facilities,v18q-min,estadocivil1-sum,estadocivil1-mean,instlevel1-max,instlevel1-sum,instlevel1-mean,instlevel2-max,instlevel2-sum,instlevel2-mean,instlevel8-max,instlevel8-sum,instlevel8-mean,escolari-min,escolari-max,escolari-sum,escolari-mean,Target
ceb4d2077,8,0,0,0,1,0,1,0,1,0,1,0,1,0,13.0,10.5,0.5,169,169,0,0.25,110.25,2,0,2,2,2,6,1,4,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,8,13,21,10.5,4
11f78fc33,4,1,1,0,0,1,0,0,0,0,1,0,0,3,3.0,6.3333335,3.0,9,9,9,9.0,40.111115000000005,2,1,1,2,1,4,2,2,0,1,0.16666666666666666,1,1,0.16666666666666666,1,4,0.6666666666666666,0,0,0.0,0,6,19,3.1666666666666665,3
ed1c9c529,6,0,1,1,1,0,1,0,0,0,0,0,0,3,17.0,21.0,1.6666666,289,289,9,2.7777777,441.0,0,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,1,0.2,1,1,0.2,3,17,45,9.0,2
5cfbaff29,5,0,0,1,1,0,1,0,0,0,0,0,1,0,2.0,4.0,1.0,4,4,0,1.0,16.0,0,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,2,6,8,4.0,4
54d11c1b4,5,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,7.0,1.0,36,36,0,1.0,49.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,21,7.0,4
ad76bdf00,5,0,0,1,1,0,1,0,0,1,0,0,1,0,0.0,8.666667,1.0,36,0,0,1.0,75.111115,0,0,1,0,2,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,26,8.666666666666666,4
6e4401db9,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,9.0,1.3333334,4,0,0,1.7777778999999998,81.0,0,0,1,1,1,3,1,3,0,0,0.0,0,0,0.0,1,1,0.25,1,2,0.5,2,15,36,9.0,4
dad71b5e5,5,1,1,1,1,0,1,0,1,0,1,0,1,1,6.0,6.0,1.5,36,36,1,2.25,36.0,0,0,2,2,2,6,1,2,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,6,12,4.0,4
eab863e78,5,1,2,1,1,0,1,0,0,0,0,0,1,3,11.0,11.0,2.5,121,121,9,6.25,121.0,0,0,1,1,2,4,1,4,1,2,0.4,1,2,0.4,1,1,0.2,0,0,0.0,0,11,27,5.4,4
e3c3a9fe1,5,0,0,0,0,1,0,0,1,0,1,0,1,2,11.0,9.5,2.0,121,121,4,4.0,90.25,1,1,2,2,2,6,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,35,8.75,4
d976051b6,5,1,3,0,1,0,1,0,0,0,0,0,0,4,6.0,6.0,1.6666666,36,36,16,2.7777777,36.0,2,0,1,1,1,3,1,2,0,3,0.6,1,3,0.6,0,0,0.0,0,0,0.0,0,6,12,2.4,2
312385d34,6,0,0,1,1,0,0,0,1,1,0,0,1,0,6.0,6.75,1.3333334,36,36,0,1.7777778999999998,45.5625,0,0,2,0,2,4,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,27,6.75,2
50cf5606b,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0,10.5,1.0,49,0,0,1.0,110.25,1,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,7,14,21,10.5,4
edc07c20c,3,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,15.0,1.0,225,0,0,1.0,225.0,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,15,15,15,15.0,4
46d1b1e3f,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,9.0,0.5,81,0,0,0.25,81.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9,9,9,9.0,4
15c6293ed,5,0,0,0,1,0,1,0,0,1,0,0,1,0,7.0,10.5,2.0,49,49,0,4.0,110.25,1,0,1,0,2,3,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0.5,6,15,42,10.5,4
e7a5ae0df,6,0,0,0,0,1,1,0,1,0,1,0,1,0,6.0,8.5,1.0,36,36,0,1.0,72.25,1,1,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,13,34,8.5,4
8877f68f4,5,0,2,1,1,0,1,0,0,0,1,0,1,2,6.0,6.5,1.3333334,36,36,4,1.7777778999999998,42.25,0,0,1,2,2,5,1,3,0,1,0.25,0,0,0.0,1,2,0.5,0,0,0.0,1,7,18,4.5,4
ba4361cc9,6,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0,8.5,0.66666669,36,0,0,0.44444448,72.25,0,0,1,1,2,4,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,17,8.5,4
5d1ae159e,3,0,0,1,1,0,1,0,1,0,1,0,1,0,8.0,10.0,2.0,64,64,0,4.0,100.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,8,12,20,10.0,4
d38726dc1,5,0,1,1,1,0,0,0,1,0,1,0,1,1,7.0,8.333333,1.3333334,49,49,1,1.7777778999999998,69.444443,0,0,2,2,2,6,2,2,0,1,0.25,0,0,0.0,1,1,0.25,1,1,0.25,3,12,28,7.0,3
8de780566,6,0,0,1,1,0,1,0,1,0,0,0,0,0,6.0,9.0,0.66666669,36,36,0,0.44444448,81.0,0,0,2,1,1,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,12,18,9.0,1
0c1ad9841,2,0,1,0,0,0,0,0,0,0,1,1,0,2,0.0,4.3333335,5.0,1,0,4,25.0,18.777779,4,5,1,2,0,3,2,1,0,1,0.2,1,1,0.2,1,2,0.4,0,0,0.0,0,6,18,3.6,3
09bf46466,5,0,0,1,1,0,1,0,1,0,0,0,1,2,0.0,22.0,1.0,121,0,4,1.0,484.0,0,0,2,1,2,5,1,3,1,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,4,11,26,8.666666666666666,3
be05d5e92,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0.0,8.333333,1.0,36,0,0,1.0,69.444443,0,1,1,0,1,2,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,25,8.333333333333334,3
a76ce3a89,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,4.0,0.66666669,16,0,0,0.44444448,16.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,4,4,4,4.0,4
d326ff2f0,5,1,2,1,1,0,1,0,1,0,1,0,1,2,21.0,18.5,2.0,441,441,4,4.0,342.25,0,0,2,2,2,6,1,3,1,2,0.5,1,1,0.25,1,1,0.25,1,1,0.25,0,21,38,9.5,4
b7e81e326,5,1,2,1,1,0,1,0,1,0,1,0,1,2,11.0,11.0,1.3333334,121,121,4,1.7777778999999998,121.0,0,0,2,2,2,6,1,4,1,2,0.5,1,1,0.25,1,1,0.25,0,0,0.0,0,11,24,6.0,4
b78e77119,5,0,1,1,1,0,1,0,1,0,1,0,1,1,14.0,14.333332999999998,1.3333334,196,196,1,1.7777778999999998,205.44444,0,0,2,2,2,6,1,2,0,1,0.25,1,1,0.25,0,0,0.0,1,3,0.75,0,15,43,10.75,4
4d3ddabc9,3,0,0,1,1,0,1,0,1,0,1,0,1,1,6.0,6.0,3.0,36,36,1,9.0,36.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,18,6.0,4
6b35cdcf0,5,1,2,1,1,0,1,0,1,0,1,0,1,2,0.0,6.777777700000001,3.6666667,16,0,4,13.444445000000002,45.938271,0,0,2,2,2,6,1,3,1,1,0.09090909090909091,1,2,0.18181818181818182,1,3,0.2727272727272727,0,0,0.0,0,11,64,5.818181818181818,4
e57b6ab84,6,0,0,1,1,0,1,0,1,0,0,0,1,2,12.0,12.5,1.3333334,144,144,4,1.7777778999999998,156.25,0,0,2,1,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,0.5,6,13,40,10.0,4
791207bc5,3,0,2,0,0,0,0,1,0,0,1,1,0,2,6.0,7.5,2.0,36,36,4,4.0,56.25,5,4,0,2,0,2,3,2,0,2,0.5,1,1,0.25,1,1,0.25,0,0,0.0,0,9,17,4.25,2
b4a8c4319,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,5.3333335,1.5,16,0,0,2.25,28.444447,4,0,1,1,2,4,2,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,4,6,16,5.333333333333333,4
e23e4e82d,9,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,10.5,1.0,81,81,0,1.0,110.25,2,1,1,1,1,3,2,4,1,0,0.0,0,0,0.0,0,0,0.0,1,2,0.3333333333333333,6,15,63,10.5,4
7111f63cb,6,0,0,1,1,0,1,0,1,0,1,0,1,0,14.0,14.5,1.0,196,196,0,1.0,210.25,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,14,15,29,14.5,4
dcf18baab,3,1,1,0,1,0,0,0,0,0,1,0,1,1,11.0,12.0,2.0,121,121,1,4.0,144.0,2,0,1,2,2,5,2,2,0,1,0.25,1,1,0.25,0,0,0.0,1,1,0.25,0,14,36,9.0,4
eb9891529,5,1,2,1,0,1,0,0,1,0,1,0,0,2,9.0,7.5,2.0,81,81,4,4.0,56.25,0,1,2,2,1,5,2,2,0,1,0.25,1,1,0.25,1,1,0.25,0,0,0.0,0,9,19,4.75,2
86a6d2dfb,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0.0,6.0,1.0,36,0,0,1.0,36.0,0,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
fd89cbc8b,5,0,0,1,1,0,1,0,1,0,1,0,1,0,10.0,10.0,0.33333334,100,100,0,0.11111112,100.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,10,10,10,10.0,4
fd69ffc71,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,5.6666665,1.0,0,0,0,1.0,32.111111,4,5,0,1,1,2,1,2,0,0,0.0,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,17,5.666666666666667,2
65b015f02,7,0,0,1,1,0,1,0,1,0,1,0,1,0,7.0,6.5,0.40000001,49,49,0,0.16000001,42.25,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,7,13,6.5,4
22fab3740,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,14.0,0.66666669,144,0,0,0.44444448,196.0,0,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,12,16,28,14.0,4
184298b4b,4,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,8.5,1.0,36,36,0,1.0,72.25,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,17,8.5,4
1c061afbd,4,0,0,1,0,1,1,1,0,1,0,1,0,0,6.0,6.0,0.5,36,36,0,0.25,36.0,0,1,0,0,0,0,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
a084df613,5,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,6.0,0.33333334,36,36,0,0.11111112,36.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,3
169911ed1,3,2,2,0,0,1,0,0,0,0,0,0,0,3,0.0,9.333333,3.0,144,0,9,9.0,87.11110699999999,4,1,1,1,1,3,2,3,1,2,0.3333333333333333,1,2,0.3333333333333333,0,0,0.0,1,1,0.16666666666666666,0,12,34,5.666666666666667,4
cee0f3318,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0,6.0,1.0,36,0,0,1.0,36.0,0,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,6,6,6.0,4
54ac7b187,4,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,4.0,1.0,36,36,0,1.0,16.0,0,0,2,2,2,6,1,3,1,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,2,6,8,4.0,4
6b13e8ac3,6,0,0,1,1,0,1,0,1,0,0,0,1,0,0.0,10.5,0.66666669,100,0,0,0.44444448,110.25,0,0,2,1,2,5,1,3,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,10,11,21,10.5,4
21f4ce7c5,2,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,11.0,1.0,121,0,0,1.0,121.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,11,11.0,4
29d29bc09,5,0,0,0,1,0,1,0,1,0,1,0,1,1,11.0,12.0,1.3333334,121,121,1,1.7777778999999998,144.0,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,10,14,46,11.5,4
5c874df79,8,0,0,1,1,0,1,0,1,0,1,0,1,0,6.0,13.75,1.0,36,36,0,1.0,189.0625,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,3,0.75,6,17,55,13.75,4
b22e4cd48,5,1,1,1,1,0,1,0,1,0,1,0,1,1,17.0,15.0,1.0,289,289,1,1.0,225.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,4,17,34,11.333333333333334,4
ae81205ac,7,0,0,1,1,0,1,0,1,0,1,0,1,0,15.0,15.0,1.0,225,225,0,1.0,225.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,3,1.0,15,15,45,15.0,4
ab3835eff,5,1,1,1,1,0,1,0,1,0,1,0,1,2,0.0,16.0,1.0,256,0,4,1.0,256.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,5,16,28,9.333333333333334,4
035bb4b72,6,0,1,1,1,0,1,0,1,0,1,0,1,2,15.0,12.75,1.5,225,225,4,2.25,162.5625,0,0,2,2,2,6,1,4,1,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,1,2,0.3333333333333333,0,15,60,10.0,4
ad25a11a6,5,0,0,1,1,0,1,0,1,0,1,0,1,3,21.0,29.0,1.6666666,441,441,9,2.7777777,841.0,0,0,2,2,2,6,1,5,1,0,0.0,0,0,0.0,0,0,0.0,1,2,0.4,6,21,64,12.8,4
bc51dceb5,5,0,0,1,1,0,1,0,1,0,1,0,1,0,10.0,8.0,2.0,100,100,0,4.0,64.0,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,10,16,8.0,4
4a58b28d9,4,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0,11.0,0.66666669,121,0,1,0.44444448,121.0,0,0,2,1,2,5,1,3,1,1,0.5,1,1,0.5,0,0,0.0,0,0,0.0,0,11,11,5.5,3
2f0b0d670,6,0,1,1,1,0,1,0,1,0,1,0,1,4,0.0,25.0,1.6666666,196,0,16,2.7777777,625.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,2,0.4,1,1,0.2,4,14,41,8.2,4
0ddef6fe0,4,0,0,1,1,0,1,0,0,1,0,0,0,0,6.0,4.5,1.0,36,36,0,1.0,20.25,0,0,1,0,1,2,1,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,3,6,9,4.5,4
fb5f0ae6c,4,0,1,0,1,0,1,0,1,0,1,0,1,1,0.0,6.0,2.0,36,0,1,4.0,36.0,2,0,2,2,2,6,1,3,1,1,0.25,1,1,0.25,0,0,0.0,0,0,0.0,0,6,18,4.5,3
3fe0d816a,4,0,0,0,1,0,1,0,1,0,1,0,1,0,15.0,14.0,1.5,225,225,0,2.25,196.0,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,3,1.0,13,15,42,14.0,4
bf9e5501b,5,1,2,1,1,0,1,1,0,1,0,0,0,2,0.0,9.333333,1.6666666,121,0,4,2.7777777,87.11110699999999,0,0,0,0,1,1,1,3,0,1,0.2,1,1,0.2,1,1,0.2,0,0,0.0,0,11,32,6.4,1
051f67b16,5,0,0,1,1,0,1,0,1,0,0,0,1,1,6.0,7.666666499999999,1.3333334,36,36,1,1.7777778999999998,58.777775,0,0,2,1,2,5,1,3,0,0,0.0,0,0,0.0,1,1,0.25,0,0,0.0,5,11,28,7.0,3
3a3346eff,6,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0,5.0,0.5,25,0,0,0.25,25.0,2,0,2,0,1,3,1,2,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,5,5,5,5.0,2
ea86330e8,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,8.666667,1.0,4,0,0,1.0,75.111115,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,1,1,0.3333333333333333,2,13,26,8.666666666666666,4
09cc036c4,5,0,0,1,0,1,0,0,1,0,1,0,1,0,2.0,6.5,1.0,4,4,0,1.0,42.25,0,1,2,2,2,6,2,2,0,0,0.0,0,0,0.0,1,1,0.5,0,0,0.0,2,11,13,6.5,4
cc658ff3f,5,1,2,0,1,0,1,0,1,0,1,0,1,2,15.0,16.0,1.3333334,225,225,4,1.7777778999999998,256.0,2,0,2,2,2,6,1,3,0,2,0.5,1,2,0.5,0,0,0.0,1,1,0.25,0,17,32,8.0,4
2a0fd5a7f,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,15.0,1.0,225,0,0,1.0,225.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,15,15,30,15.0,4
63f3a0d4f,6,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,14.0,1.0,64,0,1,1.0,196.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8,12,42,10.5,3
95ac7f0d9,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,10.0,0.66666669,121,0,0,0.44444448,100.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,9,11,20,10.0,4
bd553d141,5,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,11.0,1.5,121,0,1,2.25,121.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,11,28,9.333333333333334,4
f78b21d0c,6,0,0,0,0,1,1,1,0,1,0,1,0,0,11.0,11.0,0.5,121,121,0,0.25,121.0,1,1,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,11,11,11,11.0,4
ab6e302a9,5,0,0,0,0,1,0,0,0,0,1,0,0,1,6.0,6.0,1.5,36,36,1,2.25,36.0,1,1,1,2,1,4,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,10,22,7.333333333333333,4
7e2160512,5,0,0,1,1,0,1,0,0,0,1,0,1,1,6.0,12.666667,1.3333334,36,36,1,1.7777778999999998,160.44446000000002,0,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.25,6,13,38,9.5,3
a8373b1fc,3,0,1,0,1,0,0,0,0,1,0,0,1,2,0.0,8.5,2.0,121,0,4,4.0,72.25,2,0,1,0,2,3,2,3,0,1,0.25,0,0,0.0,1,1,0.25,0,0,0.0,2,11,27,6.75,2
5da82c356,6,0,1,0,0,1,0,1,0,0,0,0,0,4,0.0,6.0,1.6666666,36,0,16,2.7777777,36.0,4,1,0,1,1,2,2,2,0,1,0.2,0,0,0.0,1,3,0.6,0,0,0.0,2,6,22,4.4,1
62f3d524a,4,0,1,0,0,1,0,1,0,1,0,1,0,1,6.0,4.0,5.5,36,36,1,30.25,16.0,5,1,0,0,0,0,2,2,0,1,0.25,1,2,0.5,0,0,0.0,0,0,0.0,0,6,12,3.0,3
e2e3650fd,5,0,0,0,0,1,0,0,0,0,0,0,0,2,7.0,6.5,1.3333334,49,49,4,1.7777778999999998,42.25,4,1,1,1,1,3,2,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,9,29,7.25,4
8957f65c0,4,0,1,0,0,1,0,0,1,0,1,0,0,1,0.0,10.0,3.0,121,0,1,9.0,100.0,2,1,2,2,1,5,2,3,0,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,20,6.666666666666667,3
04a8915f6,5,1,2,0,1,0,1,0,1,0,1,0,1,2,0.0,9.75,2.0,121,0,4,4.0,95.0625,2,0,2,2,2,6,1,4,1,2,0.3333333333333333,1,1,0.16666666666666666,1,1,0.16666666666666666,1,1,0.16666666666666666,0,12,41,6.833333333333333,4
f1add03a5,5,0,0,1,1,0,1,0,1,0,1,0,1,1,0.0,6.3333335,1.3333334,49,0,1,1.7777778999999998,40.111115000000005,0,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,8,27,6.75,4
03b23f2b1,5,0,1,1,1,0,1,0,0,0,0,0,0,1,13.0,13.0,2.0,169,169,1,4.0,169.0,0,0,1,1,1,3,1,3,1,1,0.25,1,1,0.25,0,0,0.0,1,2,0.5,0,15,39,9.75,4
baacfb3d1,6,0,1,1,1,0,1,0,0,0,1,0,1,2,0.0,11.5,2.0,36,0,4,4.0,132.25,0,0,1,2,2,5,1,4,1,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,1,1,0.16666666666666666,0,15,46,7.666666666666667,4
78a36d1f4,4,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,11.0,1.0,256,0,0,1.0,121.0,2,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,6,16,22,11.0,4
4a571bac0,5,0,1,0,1,0,1,0,1,0,1,0,1,1,0.0,8.5,1.5,121,0,1,2.25,72.25,2,0,2,2,2,6,1,3,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,17,5.666666666666667,4
4559a5af0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,4.0,1.0,1,1,0,1.0,16.0,4,0,1,1,1,3,1,2,0,0,0.0,0,0,0.0,1,2,0.6666666666666666,0,0,0.0,1,7,12,4.0,4
40e35dc44,3,0,0,0,0,1,0,0,1,0,1,0,0,3,6.0,10.5,2.5,36,36,9,6.25,110.25,2,1,2,2,1,5,2,3,1,0,0.0,0,0,0.0,1,1,0.2,0,0,0.0,5,9,34,6.8,2
bddf1da06,8,0,0,0,1,0,1,0,1,0,1,0,1,0,17.0,16.0,0.5,289,289,0,0.25,256.0,1,0,2,2,2,6,1,4,1,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,15,17,32,16.0,4
3b11218b7,2,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,13.0,1.0,169,0,0,1.0,169.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,13,13,13,13.0,2
08039fb0e,4,1,2,0,1,0,1,0,1,0,1,0,1,3,6.0,9.666667,3.0,36,36,9,9.0,93.44445,2,0,2,2,2,6,1,2,0,2,0.3333333333333333,1,1,0.16666666666666666,1,1,0.16666666666666666,0,0,0.0,0,9,30,5.0,4
9d904f162,3,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,14.0,0.5,196,0,0,0.25,196.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,14,14,14,14.0,2
e913b320f,5,0,0,0,1,0,1,0,0,0,0,0,1,0,6.0,8.0,1.0,36,36,0,1.0,64.0,4,0,1,1,2,4,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,10,16,8.0,4
04d0d0d8f,4,0,0,1,1,0,1,0,1,0,1,0,1,2,8.0,9.5,2.0,64,64,4,4.0,90.25,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7,11,36,9.0,3
b33aa4068,5,0,0,1,1,0,1,0,1,0,1,0,1,0,3.0,2.0,0.66666669,9,9,0,0.44444448,4.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,1,2,1.0,0,0,0.0,1,3,4,2.0,2
8d5db7251,5,0,2,0,1,0,1,0,1,0,1,0,1,2,11.0,10.333333,1.6666666,121,121,4,2.7777777,106.77777,2,0,2,2,2,6,1,2,0,2,0.4,1,2,0.4,0,0,0.0,0,0,0.0,0,11,31,6.2,3
d0331e429,6,0,0,1,1,0,1,0,1,0,1,0,1,0,13.0,9.5,0.5,169,169,0,0.25,90.25,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.5,6,13,19,9.5,4
cecd50c5d,8,0,0,1,1,0,1,0,1,0,1,0,1,0,15.0,15.0,0.40000001,225,225,0,0.16000001,225.0,0,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,15,15,30,15.0,4
419b02bb6,5,0,0,1,1,0,1,0,1,0,0,0,1,0,15.0,10.0,1.3333334,225,225,0,1.7777778999999998,100.0,0,0,2,1,2,5,1,2,0,0,0.0,0,0,0.0,1,1,0.25,1,1,0.25,5,15,40,10.0,4
6af6862a3,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0.0,15.0,0.5,225,0,0,0.25,225.0,0,0,2,2,2,6,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,2,1.0,15,15,30,15.0,4
21189c26e,5,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0,3.0,0.33333334,9,0,0,0.11111112,9.0,2,0,2,2,2,6,1,1,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,3,3,3,3.0,4
8f02cbb48,4,2,3,0,1,0,1,0,0,0,1,1,0,3,0.0,8.0,2.0,64,0,9,4.0,64.0,2,0,1,2,0,3,1,3,0,3,0.75,1,2,0.5,1,1,0.25,0,0,0.0,0,8,9,2.25,1
917ba56ab,5,0,0,0,1,0,1,0,1,0,1,0,1,2,6.0,16.0,1.3333334,36,36,4,1.7777778999999998,256.0,2,0,2,2,2,6,1,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,10,32,8.0,4
a6cbd415c,4,0,1,1,1,0,0,1,0,1,0,0,1,1,11.0,5.5,1.5,121,121,1,2.25,30.25,0,0,0,0,2,2,2,2,0,1,0.3333333333333333,1,2,0.6666666666666666,0,0,0.0,0,0,0.0,0,11,11,3.6666666666666665,3
82ece956d,4,0,0,1,1,0,1,0,0,0,1,0,1,0,0.0,11.0,1.5,100,0,0,2.25,121.0,0,0,1,2,2,5,1,2,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0.3333333333333333,9,14,33,11.0,3
a68772e9f,5,1,1,1,1,0,1,0,1,0,0,1,0,1,11.0,11.0,1.6666666,121,121,1,2.7777777,121.0,0,0,2,1,0,3,1,3,1,1,0.3333333333333333,1,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,11,22,7.333333333333333,2
